index,price
602,435000.0
603,470000.0
604,478888.0
605,428000.0
606,428000.0
607,415000.0
608,350000.0
609,400000.0
610,460000.0
611,480000.0
612,438000.0
613,568000.0
614,580000.0
615,645000.0
616,600000.0
617,652000.0
618,560000.0
619,620000.0
620,595000.0
621,546000.0
622,462000.0
623,276000.0
624,335000.0
625,330000.0
626,378000.0
627,425000.0
628,360001.0
629,333000.0
630,225000.0
631,338181.0
632,292000.0
633,276000.0
634,395000.0
635,372000.0
636,370000.0
637,286000.0
638,320000.0
639,406000.0
640,410000.0
641,495000.0
642,380000.0
643,342000.0
644,340000.0
645,610000.0
646,686000.0
647,460000.0
648,430000.0
649,688000.0
650,636000.0
651,405000.0
652,858000.0
653,1005000.0
654,628000.0
655,628000.0
656,680000.0
657,730000.0
658,599000.0
659,800000.0
660,420000.0
661,360000.0
662,580000.0
663,538000.0
664,286000.0
665,430000.0
666,385000.0
667,410000.0
668,400000.0
669,388000.0
670,432000.0
671,420000.0
672,390000.0
673,380000.0
674,405000.0
675,406000.0
676,406000.0
677,450000.0
678,420000.0
679,368000.0
680,377000.0
681,398000.0
682,368000.0
683,385000.0
684,488000.0
685,450000.0
686,545000.0
687,445000.0
688,430000.0
689,490000.0
690,501000.0
691,440000.0
692,485000.0
693,482000.0
694,521000.0
695,473000.0
696,465000.0
697,728000.0
698,598000.0
699,638000.0
700,552888.0
701,600000.0
702,370000.0
703,408000.0
704,424000.0
705,468000.0
706,470000.0
707,428000.0
708,440000.0
709,430000.0
710,500000.0
711,438000.0
712,422800.0
713,415000.0
714,439988.0
715,350000.0
716,525000.0
717,538000.0
718,415000.0
719,380000.0
720,508000.0
721,485000.0
722,370000.0
723,520000.0
724,518000.0
725,510000.0
726,530000.0
727,550000.0
728,410000.0
729,420000.0
730,468000.0
731,399000.0
732,450000.0
733,430000.0
734,443000.0
735,433000.0
736,520000.0
737,432000.0
738,488000.0
739,480000.0
740,498888.0
741,410000.0
742,558000.0
743,518888.0
744,600000.0
745,580000.0
746,608000.0
747,442000.0
748,440888.0
749,630000.0
750,442000.0
751,405000.0
752,450000.0
753,466000.0
754,598000.0
755,340000.0
756,398000.0
757,307000.0
758,334888.0
759,290000.0
760,312000.0
761,330000.0
762,320000.0
763,355000.0
764,363000.0
765,360000.0
766,350000.0
767,388000.0
768,300000.0
769,299800.0
770,310000.0
771,355000.0
772,780000.0
773,705000.0
774,505000.0
775,620000.0
776,605000.0
777,595000.0
778,705000.0
779,800000.0
780,745000.0
781,790000.0
782,860000.0
783,365000.0
784,380000.0
785,363000.0
786,358000.0
787,390000.0
788,335000.0
789,342000.0
790,398000.0
791,365000.0
792,305000.0
793,415000.0
794,428000.0
795,445000.0
796,485000.0
797,390000.0
798,435000.0
799,450000.0
800,410000.0
801,392000.0
802,465000.0
803,495000.0
804,505000.0
805,515000.0
806,273000.0
807,365000.0
808,360000.0
809,348000.0
810,342000.0
811,345000.0
812,365000.0
813,312000.0
814,475000.0
815,373000.0
816,405000.0
817,445000.0
818,430000.0
819,450000.0
820,415000.0
821,390000.0
822,455000.0
823,435000.0
824,421000.0
825,435000.0
826,450000.0
827,445000.0
828,555000.0
829,530000.0
830,428888.0
831,370000.0
832,398000.0
833,418000.0
834,418000.0
835,360000.0
836,439888.0
837,422000.0
838,440000.0
839,430000.0
840,428000.0
841,420000.0
842,393888.0
843,345000.0
844,343000.0
845,345000.0
846,340000.0
847,330000.0
848,332000.0
849,325000.0
850,351000.0
851,388000.0
852,370000.0
853,345000.0
854,370000.0
855,340000.0
856,348000.0
857,483000.0
858,495000.0
859,490000.0
860,338000.0
861,415000.0
862,388000.0
863,410000.0
864,450000.0
865,430000.0
866,463000.0
867,428000.0
868,460000.0
869,450000.0
870,515000.0
871,470000.0
872,425000.0
873,408000.0
874,448000.0
875,433000.0
876,368000.0
877,475000.0
878,482000.0
879,508000.0
880,495000.0
881,515000.0
882,558000.0
883,562000.0
884,623000.0
885,585000.0
886,545000.0
887,320000.0
888,318000.0
889,377000.0
890,320000.0
891,292000.0
892,320000.0
893,319000.0
894,560000.0
895,625000.0
896,550000.0
897,472000.0
898,420000.0
899,593000.0
900,370000.0
901,390000.0
902,355000.0
903,645000.0
904,735000.0
905,640000.0
906,708000.0
907,250000.0
908,350000.0
909,295000.0
910,345000.0
911,318500.0
912,350000.0
913,333000.0
914,355000.0
915,345000.0
916,355000.0
917,323000.0
918,320000.0
919,270000.0
920,300000.0
921,308000.0
922,325000.0
923,305000.0
924,328000.0
925,315000.0
926,345000.0
927,337000.0
928,329000.0
929,443000.0
930,500000.0
931,418000.0
932,420000.0
933,420000.0
934,510000.0
935,412000.0
936,430000.0
937,420000.0
938,395000.0
939,423000.0
940,413888.0
941,430000.0
942,416800.0
943,415000.0
944,370000.0
945,394000.0
946,423000.0
947,435000.0
948,400000.0
949,408000.0
950,430000.0
951,442000.0
952,428000.0
953,440000.0
954,440288.0
955,420000.0
956,450000.0
957,385000.0
958,450000.0
959,398000.0
960,408000.0
961,550000.0
962,608000.0
963,505000.0
964,450000.0
965,730000.0
966,730000.0
967,575000.0
968,490000.0
969,505000.0
970,530000.0
971,455000.0
972,495000.0
973,492000.0
974,550000.0
975,570000.0
976,540000.0
977,480000.0
978,550000.0
979,570000.0
980,555000.0
981,702000.0
982,698000.0
983,625000.0
984,578000.0
985,600000.0
986,618888.0
987,600000.0
988,830000.0
989,228500.0
990,285000.0
991,304000.0
992,318000.0
993,360000.0
994,295000.0
995,310000.0
996,283000.0
997,303000.0
998,326500.0
999,268000.0
1000,285000.0
1001,298000.0
1002,304000.0
1003,300000.0
1004,390000.0
1005,340000.0
1006,343000.0
1007,298000.0
1008,308000.0
1009,300000.0
1010,460000.0
1011,500000.0
1012,675888.0
1013,686000.0
1014,680000.0
1015,650000.0
1016,748000.0
1017,700000.0
1018,830000.0
1019,888000.0
1020,550000.0
1021,905000.0
1022,255000.0
1023,270000.0
1024,242000.0
1025,300000.0
1026,330000.0
1027,323000.0
1028,288000.0
1029,300000.0
1030,410000.0
1031,418000.0
1032,388888.0
1033,333000.0
1034,365000.0
1035,400000.0
1036,428000.0
1037,429000.0
1038,420000.0
1039,339000.0
1040,360000.0
1041,360000.0
1042,335000.0
1043,362000.0
1044,369000.0
1045,380000.0
1046,378000.0
1047,295000.0
1048,350000.0
1049,350000.0
1050,360000.0
1051,378000.0
1052,343000.0
1053,350000.0
1054,358000.0
1055,410000.0
1056,355000.0
1057,345000.0
1058,333888.0
1059,345000.0
1060,360000.0
1061,330000.0
1062,335000.0
1063,306000.0
1064,323000.0
1065,345000.0
1066,335000.0
1067,340000.0
1068,369800.0
1069,331000.0
1070,355000.0
1071,395000.0
1072,435000.0
1073,465000.0
1074,451000.0
1075,420000.0
1076,395000.0
1077,480000.0
1078,448000.0
1079,442888.0
1080,418000.0
1081,443000.0
1082,445000.0
1083,422000.0
1084,390000.0
1085,390000.0
1086,410000.0
1087,445000.0
1088,455000.0
1089,390000.0
1090,433000.0
1091,410000.0
1092,400000.0
1093,440000.0
1094,430000.0
1095,430000.0
1096,375000.0
1097,400000.0
1098,487999.0
1099,600000.0
1100,585000.0
1101,600000.0
1102,530000.0
1103,520000.0
1104,528000.0
1105,235000.0
1106,270000.0
1107,250000.0
1108,250000.0
1109,265000.0
1110,314000.0
1111,296888.0
1112,300000.0
1113,333000.0
1114,310000.0
1115,300000.0
1116,285000.0
1117,264888.0
1118,300000.0
1119,291000.0
1120,290000.0
1121,265000.0
1122,295000.0
1123,322888.0
1124,300000.0
1125,272000.0
1126,317000.0
1127,315000.0
1128,281000.0
1129,356000.0
1130,325000.0
1131,318000.0
1132,378000.0
1133,380000.0
1134,322000.0
1135,305000.0
1136,350000.0
1137,361888.0
1138,365000.0
1139,315000.0
1140,400000.0
1141,400000.0
1142,310000.0
1143,416000.0
1144,406000.0
1145,403000.0
1146,315000.0
1147,375000.0
1148,410000.0
1149,300000.0
1150,330000.0
1151,355000.0
1152,300000.0
1153,385000.0
1154,358000.0
1155,400000.0
1156,355000.0
1157,398000.0
1158,400000.0
1159,390000.0
1160,478888.0
1161,470888.0
1162,535000.0
1163,380000.0
1164,455000.0
1165,495000.0
1166,435000.0
1167,475000.0
1168,445000.0
1169,700000.0
1170,587000.0
1171,560000.0
1172,678000.0
1173,673000.0
1174,590000.0
1175,245000.0
1176,233000.0
1177,238000.0
1178,495000.0
1179,405000.0
1180,315000.0
1181,350000.0
1182,313000.0
1183,315000.0
1184,312000.0
1185,355000.0
1186,290000.0
1187,356000.0
1188,380000.0
1189,320000.0
1190,300000.0
1191,320000.0
1192,316000.0
1193,448000.0
1194,285000.0
1195,315000.0
1196,295000.0
1197,333000.0
1198,253000.0
1199,270000.0
1200,276000.0
1201,459000.0
1202,428888.0
1203,400000.0
1204,490000.0
1205,423000.0
1206,428000.0
1207,415000.0
1208,485000.0
1209,530000.0
1210,632000.0
1211,658000.0
1212,580000.0
1213,620000.0
1214,672000.0
1215,788888.0
1216,245000.0
1217,246000.0
1218,425000.0
1219,265000.0
1220,335000.0
1221,348000.0
1222,358000.0
1223,358000.0
1224,295000.0
1225,312300.0
1226,310000.0
1227,270000.0
1228,349000.0
1229,290000.0
1230,330000.0
1231,285000.0
1232,340000.0
1233,355000.0
1234,310000.0
1235,295000.0
1236,310000.0
1237,300000.0
1238,288000.0
1239,260000.0
1240,315000.0
1241,302000.0
1242,320000.0
1243,305000.0
1244,275000.0
1245,285000.0
1246,301000.0
1247,315000.0
1248,285000.0
1249,308000.0
1250,410000.0
1251,365000.0
1252,598000.0
1253,611000.0
1254,408000.0
1255,586000.0
1256,404000.0
1257,398000.0
1258,415000.0
1259,395888.0
1260,371000.0
1261,410000.0
1262,548000.0
1263,483800.0
1264,347000.0
1265,380000.0
1266,470000.0
1267,348000.0
1268,410000.0
1269,490000.0
1270,423888.0
1271,475000.0
1272,398000.0
1273,603000.0
1274,655000.0
1275,530000.0
1276,475000.0
1277,467000.0
1278,422000.0
1279,515000.0
1280,500000.0
1281,605000.0
1282,735000.0
1283,515000.0
1284,635000.0
1285,800000.0
1286,400000.0
1287,385000.0
1288,460000.0
1289,545000.0
1290,448000.0
1291,550000.0
1292,600000.0
1293,555000.0
1294,608000.0
1295,715000.0
1296,610000.0
1297,570000.0
1298,572000.0
1299,788888.0
1300,790000.0
1301,765000.0
1302,498888.0
1303,560000.0
1304,738000.0
1305,710000.0
1306,685000.0
1307,790000.0
1308,770000.0
1309,680000.0
1310,1180000.0
1311,738000.0
1312,840000.0
1313,890000.0
1314,768000.0
1315,680000.0
1316,752500.0
1317,600000.0
1318,723888.0
1319,820000.0
1320,790000.0
1321,265000.0
1322,285000.0
1323,285000.0
1324,272000.0
1325,300000.0
1326,306000.0
1327,275000.0
1328,253000.0
1329,263000.0
1330,275000.0
1331,275000.0
1332,288000.0
1333,290000.0
1334,268000.0
1335,243000.0
1336,439000.0
1337,350000.0
1338,425000.0
1339,383000.0
1340,335000.0
1341,380000.0
1342,360000.0
1343,425000.0
1344,415000.0
1345,630000.0
1346,450000.0
1347,572888.0
1348,648000.0
1349,245000.0
1350,380000.0
1351,378000.0
1352,390000.0
1353,375000.0
1354,280000.0
1355,494000.0
1356,583000.0
1357,435000.0
1358,306888.0
1359,275000.0
1360,325000.0
1361,331888.0
1362,400000.0
1363,330000.0
1364,570000.0
1365,630000.0
1366,800000.0
1367,525000.0
1368,795888.0
1369,485000.0
1370,695000.0
1371,760000.0
1372,585000.0
1373,545000.0
1374,545000.0
1375,415000.0
1376,480000.0
1377,668000.0
1378,955000.0
1379,980000.0
1380,840000.0
1381,875000.0
1382,868000.0
1383,810000.0
1384,808000.0
1385,837000.0
1386,750000.0
1387,715000.0
1388,255000.0
1389,255000.0
1390,330000.0
1391,375000.0
1392,378000.0
1393,345000.0
1394,365000.0
1395,405000.0
1396,300000.0
1397,423000.0
1398,413000.0
1399,412000.0
1400,335000.0
1401,375000.0
1402,358000.0
1403,380000.0
1404,460000.0
1405,400000.0
1406,630000.0
1407,400000.0
1408,383000.0
1409,383000.0
1410,453000.0
1411,625000.0
1412,628000.0
1413,530000.0
1414,590000.0
1415,566000.0
1416,425000.0
1417,790000.0
1418,810000.0
1419,710000.0
1420,910000.0
1421,370000.0
1422,388000.0
1423,400000.0
1424,430000.0
1425,450000.0
1426,805000.0
1427,835000.0
1428,825000.0
1429,793000.0
1430,480000.0
1431,620000.0
1432,280000.0
1433,265000.0
1434,258000.0
1435,288800.0
1436,315000.0
1437,340000.0
1438,390000.0
1439,344000.0
1440,403300.0
1441,400000.0
1442,300000.0
1443,313000.0
1444,345000.0
1445,360000.0
1446,455000.0
1447,355000.0
1448,330000.0
1449,323000.0
1450,318000.0
1451,347000.0
1452,328000.0
1453,309000.0
1454,325000.0
1455,470000.0
1456,398000.0
1457,405000.0
1458,425000.0
1459,410000.0
1460,371000.0
1461,400000.0
1462,403000.0
1463,410000.0
1464,408888.0
1465,380000.0
1466,365000.0
1467,455000.0
1468,375000.0
1469,450000.0
1470,388000.0
1471,400000.0
1472,520000.0
1473,485000.0
1474,640888.0
1475,500000.0
1476,535000.0
1477,580000.0
1478,410000.0
1479,316000.0
1480,360000.0
1481,335000.0
1482,411500.0
1483,320000.0
1484,445000.0
1485,362000.0
1486,380000.0
1487,310000.0
1488,252000.0
1489,265000.0
1490,283000.0
1491,250000.0
1492,510000.0
1493,678000.0
1494,565000.0
1495,530000.0
1496,728000.0
1497,565000.0
1498,585000.0
1499,568000.0
1500,445000.0
1501,368000.0
1502,728000.0
1503,212000.0
1504,215000.0
1505,400000.0
1506,290000.0
1507,321000.0
1508,398000.0
1509,275000.0
1510,235000.0
1511,268000.0
1512,265000.0
1513,438000.0
1514,285000.0
1515,460000.0
1516,436000.0
1517,240000.0
1518,450000.0
1519,333888.0
1520,290000.0
1521,315000.0
1522,310000.0
1523,298000.0
1524,550000.0
1525,480000.0
1526,398000.0
1527,400000.0
1528,635000.0
1529,650800.0
1530,355000.0
1531,375000.0
1532,660000.0
1533,680000.0
1534,330000.0
1535,325000.0
1536,315000.0
1537,280000.0
1538,280000.0
1539,330000.0
1540,260000.0
1541,248000.0
1542,270000.0
1543,285000.0
1544,285000.0
1545,266000.0
1546,290000.0
1547,278000.0
1548,305000.0
1549,338000.0
1550,410000.0
1551,355000.0
1552,400888.0
1553,400000.0
1554,457000.0
1555,430000.0
1556,390000.0
1557,368000.0
1558,346000.0
1559,370000.0
1560,320000.0
1561,408000.0
1562,325000.0
1563,430000.0
1564,405000.0
1565,531000.0
1566,440000.0
1567,430000.0
1568,408000.0
1569,408800.0
1570,380000.0
1571,378000.0
1572,378000.0
1573,358000.0
1574,430000.0
1575,425000.0
1576,430000.0
1577,440000.0
1578,440000.0
1579,490000.0
1580,478000.0
1581,485000.0
1582,460000.0
1583,500000.0
1584,570000.0
1585,470000.0
1586,535000.0
1587,520000.0
1588,420000.0
1589,680000.0
1590,512000.0
1591,463000.0
1592,485000.0
1593,658000.0
1594,630000.0
1595,605000.0
1596,780000.0
1597,848000.0
1598,590000.0
1599,540000.0
1600,230000.0
1601,320000.0
1602,268000.0
1603,285000.0
1604,285000.0
1605,255000.0
1606,280000.0
1607,288000.0
1608,265000.0
1609,320000.0
1610,306000.0
1611,270000.0
1612,270000.0
1613,260000.0
1614,280000.0
1615,405000.0
1616,355000.0
1617,460000.0
1618,425000.0
1619,423000.0
1620,580000.0
1621,515000.0
1622,560000.0
1623,508000.0
1624,648000.0
1625,798000.0
1626,825000.0
1627,620000.0
1628,745000.0
1629,210000.0
1630,220000.0
1631,246000.0
1632,255000.0
1633,270000.0
1634,278000.0
1635,270000.0
1636,263000.0
1637,285000.0
1638,410000.0
1639,370000.0
1640,450000.0
1641,330000.0
1642,355000.0
1643,352500.0
1644,310000.0
1645,428500.0
1646,370000.0
1647,364000.0
1648,325000.0
1649,500000.0
1650,416000.0
1651,415000.0
1652,447000.0
1653,443000.0
1654,395000.0
1655,388000.0
1656,408388.0
1657,360000.0
1658,448000.0
1659,350000.0
1660,330000.0
1661,338000.0
1662,375000.0
1663,360000.0
1664,330000.0
1665,333000.0
1666,330000.0
1667,328000.0
1668,410000.0
1669,425888.0
1670,565000.0
1671,415000.0
1672,385000.0
1673,470000.0
1674,500000.0
1675,475000.0
1676,515000.0
1677,465000.0
1678,500000.0
1679,420000.0
1680,470000.0
1681,418000.0
1682,400000.0
1683,405000.0
1684,515000.0
1685,500000.0
1686,510000.0
1687,485000.0
1688,268000.0
1689,378000.0
1690,351000.0
1691,288000.0
1692,360000.0
1693,370000.0
1694,308000.0
1695,317500.0
1696,260000.0
1697,350000.0
1698,265000.0
1699,230000.0
1700,293888.0
1701,299000.0
1702,290000.0
1703,398000.0
1704,305000.0
1705,380000.0
1706,405000.0
1707,428000.0
1708,335000.0
1709,339000.0
1710,345000.0
1711,258000.0
1712,310000.0
1713,371000.0
1714,638000.0
1715,655000.0
1716,565000.0
1717,665000.0
1718,465000.0
1719,426800.0
1720,679888.0
1721,685000.0
1722,410000.0
1723,910000.0
1724,630000.0
1725,805000.0
1726,760000.0
1727,808000.0
1728,688000.0
1729,670000.0
1730,800000.0
1731,830000.0
1732,375000.0
1733,545000.0
1734,520000.0
1735,618000.0
1736,650000.0
1737,468000.0
1738,800000.0
1739,855000.0
1740,788000.0
1741,435000.0
1742,403000.0
1743,425000.0
1744,400000.0
1745,375000.0
1746,450000.0
1747,385000.0
1748,395000.0
1749,465000.0
1750,465000.0
1751,440000.0
1752,478000.0
1753,475000.0
1754,450000.0
1755,445000.0
1756,420000.0
1757,482000.0
1758,437000.0
1759,690000.0
1760,505000.0
1761,550000.0
1762,583000.0
1763,658000.0
1764,588000.0
1765,505000.0
1766,542000.0
1767,561000.0
1768,618000.0
1769,670000.0
1770,530000.0
1771,360000.0
1772,350000.0
1773,445000.0
1774,498000.0
1775,501800.0
1776,495000.0
1777,418000.0
1778,438000.0
1779,388000.0
1780,440800.0
1781,445000.0
1782,430000.0
1783,385000.0
1784,516000.0
1785,475888.0
1786,483000.0
1787,478000.0
1788,480000.0
1789,408000.0
1790,465000.0
1791,490000.0
1792,426500.0
1793,330000.0
1794,518000.0
1795,500000.0
1796,525000.0
1797,535000.0
1798,515000.0
1799,400000.0
1800,426000.0
1801,493000.0
1802,368000.0
1803,398000.0
1804,372000.0
1805,441888.0
1806,438000.0
1807,451888.0
1808,450000.0
1809,427000.0
1810,500000.0
1811,440000.0
1812,508000.0
1813,520000.0
1814,455000.0
1815,546888.0
1816,636000.0
1817,590000.0
1818,405000.0
1819,453000.0
1820,450000.0
1821,528000.0
1822,570000.0
1823,568000.0
1824,425000.0
1825,595000.0
1826,568888.0
1827,545000.0
1828,225000.0
1829,421000.0
1830,330000.0
1831,428000.0
1832,280000.0
1833,743000.0
1834,660000.0
1835,700000.0
1836,588000.0
1837,740000.0
1838,780000.0
1839,728000.0
1840,935000.0
1841,732000.0
1842,873000.0
1843,840000.0
1844,930000.0
1845,390000.0
1846,366000.0
1847,313000.0
1848,313000.0
1849,368888.0
1850,406000.0
1851,328000.0
1852,342000.0
1853,340000.0
1854,350000.0
1855,368000.0
1856,372888.0
1857,410000.0
1858,430000.0
1859,453000.0
1860,350000.0
1861,400000.0
1862,452000.0
1863,405000.0
1864,420000.0
1865,373000.0
1866,380000.0
1867,413000.0
1868,385000.0
1869,440000.0
1870,483000.0
1871,475000.0
